id,name,description,price,stock,category,image
701,Uniqlo Turtleneck Sweater,"Soft turtleneck sweater with ribbed cuffs, warm knit fabric, ideal for layering in cooler weather.",100000.00,15,Fashion Women,placeholder.jpg
702,Mango Floral Blouse,"Lightweight floral blouse with long sleeves, button-down front, and versatile casual style.",85000.00,20,Fashion Women,placeholder.jpg
703,Zara High-Waist Pants,"Tailored high-waist trousers with straight legs, zip closure, and elegant polyester blend.",140000.00,15,Fashion Women,placeholder.jpg
704,H&M Hoodie Dress,"Casual hoodie dress with drawstring hood, long sleeves, and kangaroo pocket for comfort and style.",95000.00,18,Fashion Women,placeholder.jpg
705,Forever 21 Wrap Top,"Trendy wrap-style top with V-neck, adjustable tie, and lightweight fabric for casual styling.",60000.00,25,Fashion Women,placeholder.jpg
706,Mango Knit Dress,"Soft knitted midi dress with long sleeves, fitted waist, and cozy yet stylish design.",130000.00,12,Fashion Women,placeholder.jpg
707,Zara Linen Pants,"Lightweight linen pants with elastic waistband, wide-leg design, perfect for summer comfort.",120000.00,18,Fashion Women,placeholder.jpg
708,H&M Denim Skirt,"Classic denim skirt with front button closure, above-knee length, and versatile casual style.",70000.00,25,Fashion Women,placeholder.jpg
709,Uniqlo V-Neck Knit Top,"Soft cotton-blend V-neck top with regular fit, suitable for casual or office layering.",60000.00,30,Fashion Women,placeholder.jpg
710,Mango Belted Trench Coat,"Stylish belted trench coat with double-breasted closure, water-resistant fabric, and timeless elegance.",350000.00,8,Fashion Women,placeholder.jpg
711,Zara Puff-Sleeve Blouse,"Elegant blouse with puff sleeves, button-down front, and soft polyester blend suitable for casual or office wear.",90000.00,20,Fashion Women,placeholder.jpg
712,Indomie Instant Noodles 70g,"Popular instant noodles, quick-cooking, with a savory seasoning packet for a fast meal.",1200.00,100,Groceries & Food,placeholder.jpg
713,Mama Instant Noodles 75g,"Quick-cook noodles with flavorful seasoning, perfect for breakfast, lunch, or snacks.",1100.00,100,Groceries & Food,placeholder.jpg
714,Rwandan Premium Rice 5kg,"Long-grain rice, polished and cleaned, ideal for everyday cooking and large meals.",25000.00,50,Groceries & Food,placeholder.jpg
715,Uncle Ben's Parboiled Rice 5kg,High-quality parboiled rice with firm grains and consistent cooking quality.,28000.00,40,Groceries & Food,placeholder.jpg
716,Sunflower Cooking Oil 1L,"Refined sunflower oil, perfect for frying, baking, and general cooking purposes.",7500.00,80,Groceries & Food,placeholder.jpg
717,Royal Cooking Oil 1L,"Pure vegetable oil for all types of cooking, with a neutral flavor.",7000.00,80,Groceries & Food,placeholder.jpg
718,Peak Evaporated Milk 400g,"Rich evaporated milk for cooking, baking, or adding creaminess to beverages.",6500.00,60,Groceries & Food,placeholder.jpg
719,Cowbell Full Cream Milk 400g,"Full-cream milk powder with natural flavor, ideal for tea, coffee, and cereals.",6000.00,60,Groceries & Food,placeholder.jpg
720,Igikoko Beans 1kg,"High-quality dried beans, cleaned and ready for cooking traditional dishes.",5500.00,70,Groceries & Food,placeholder.jpg
721,Rwandan Green Lentils 1kg,"Premium green lentils, nutritious, protein-rich, and perfect for stews or soups.",6000.00,70,Groceries & Food,placeholder.jpg
722,Kabare Maize Flour 2kg,"Finely milled maize flour for Ugali, porridge, and other staple dishes.",4500.00,50,Groceries & Food,placeholder.jpg
723,Rwandan Wheat Flour 2kg,"Premium wheat flour suitable for bread, pastries, and baking needs.",5000.00,50,Groceries & Food,placeholder.jpg
724,SunQuick Orange Squash 1L,"Concentrated orange drink, easy to dilute, with a refreshing citrus flavor.",8000.00,40,Groceries & Food,placeholder.jpg
725,Tang Orange Drink 1kg,Instant orange-flavored drink powder for quick preparation of beverages.,7500.00,40,Groceries & Food,placeholder.jpg
726,Fresh Tomatoes 1kg,"Ripe, fresh tomatoes, perfect for sauces, salads, and cooking.",3500.00,100,Groceries & Food,placeholder.jpg
727,Rwandan Onions 1kg,"Fresh onions, clean and firm, ideal for daily cooking needs.",2500.00,100,Groceries & Food,placeholder.jpg
728,Garlic 200g,"Fresh garlic bulbs, aromatic, and perfect for seasoning dishes.",1500.00,80,Groceries & Food,placeholder.jpg
729,Ginger 200g,"Fresh ginger root, flavorful and ideal for cooking, teas, and health remedies.",2000.00,80,Groceries & Food,placeholder.jpg
730,Rwandan Potatoes 1kg,"Fresh and firm potatoes, suitable for boiling, frying, and baking.",3000.00,100,Groceries & Food,placeholder.jpg
731,Rwandan Carrots 1kg,"Fresh carrots, crisp and sweet, ideal for salads, cooking, and juices.",3200.00,100,Groceries & Food,placeholder.jpg
732,Rwandan Cabbage 1kg,"Fresh cabbage heads, firm leaves, perfect for cooking or salads.",2800.00,100,Groceries & Food,placeholder.jpg
733,Rwandan Spinach 500g,"Fresh leafy spinach, rich in nutrients, perfect for soups, stews, or salads.",2000.00,100,Groceries & Food,placeholder.jpg
734,Rwandan Avocados 1kg,"Fresh and creamy avocados, ideal for salads, sandwiches, or smoothies.",6500.00,50,Groceries & Food,placeholder.jpg
735,Fresh Bananas 1kg,"Ripe and sweet bananas, perfect for snacks or smoothies.",2500.00,100,Groceries & Food,placeholder.jpg
736,Pineapple 1kg,"Fresh, juicy pineapples, great for juices, desserts, or snacks.",3500.00,50,Groceries & Food,placeholder.jpg
737,Apples 1kg,"Fresh, crisp apples, suitable for eating raw or cooking.",4500.00,60,Groceries & Food,placeholder.jpg
738,Oranges 1kg,"Juicy and fresh oranges, perfect for juice or direct consumption.",4000.00,60,Groceries & Food,placeholder.jpg
739,Mangoes 1kg,"Sweet, ripe mangoes, ideal for desserts, smoothies, or snacking.",5500.00,50,Groceries & Food,placeholder.jpg
740,Rwandan Sweet Potatoes 1kg,"Fresh, sweet root vegetables, perfect for boiling, baking, or frying.",3500.00,80,Groceries & Food,placeholder.jpg
741,Cassava 1kg,"Fresh cassava roots, ready for boiling, frying, or making flour.",2500.00,80,Groceries & Food,placeholder.jpg
742,Eggs 30pcs,"Fresh chicken eggs, rich in protein, ideal for cooking or baking.",6500.00,50,Groceries & Food,placeholder.jpg
743,Rwandan Fresh Milk 1L,"Pasteurized fresh milk with natural taste, perfect for drinking or cooking.",3500.00,60,Groceries & Food,placeholder.jpg
744,Yogurt 500ml,"Smooth and creamy yogurt, rich in probiotics, suitable for breakfast or snacks.",2500.00,60,Groceries & Food,placeholder.jpg
745,Cheese Block 500g,"High-quality cheese block, perfect for cooking, sandwiches, and salads.",7000.00,40,Groceries & Food,placeholder.jpg
746,Butter 250g,"Creamy butter suitable for cooking, baking, or spreading on bread.",5500.00,50,Groceries & Food,placeholder.jpg
747,Rwandan Honey 500g,"Pure natural honey, ideal for sweetening drinks, cooking, or health benefits.",8000.00,30,Groceries & Food,placeholder.jpg
748,Peanut Butter 400g,"Creamy peanut butter, perfect for sandwiches, baking, or snacks.",6500.00,40,Groceries & Food,placeholder.jpg
749,Rwandan Fresh Fish 1kg,"Fresh local fish, cleaned and ready for cooking, rich in protein and omega-3.",12000.00,40,Groceries & Food,placeholder.jpg
750,Chicken Whole 1kg,"Fresh whole chicken, ideal for roasting, grilling, or stewing.",8000.00,50,Groceries & Food,placeholder.jpg
751,Beef Mince 1kg,"Fresh ground beef, perfect for burgers, meatballs, and stews.",15000.00,40,Groceries & Food,placeholder.jpg
752,Rwandan Goat Meat 1kg,"Fresh goat meat, suitable for traditional cooking and grilling.",14000.00,30,Groceries & Food,placeholder.jpg
753,Rwandan Pork 1kg,"Fresh pork meat, ideal for roasting, frying, or stewing.",13000.00,30,Groceries & Food,placeholder.jpg
754,Tilapia Fish 1kg,"Fresh tilapia, cleaned and ready for grilling or frying.",12500.00,40,Groceries & Food,placeholder.jpg
755,Nile Perch 1kg,"Fresh Nile perch, firm texture, perfect for baking or pan-frying.",15000.00,30,Groceries & Food,placeholder.jpg
756,Rwandan Beef Steaks 1kg,"Premium beef steaks, tender and flavorful, ideal for grilling or frying.",18000.00,20,Groceries & Food,placeholder.jpg
757,Chicken Drumsticks 1kg,"Fresh chicken drumsticks, perfect for roasting, frying, or BBQ.",8500.00,50,Groceries & Food,placeholder.jpg
758,Chicken Wings 1kg,"Fresh chicken wings, suitable for frying, grilling, or baking.",8000.00,50,Groceries & Food,placeholder.jpg
759,Rwandan Fresh Spinach 1kg,"Fresh spinach leaves, perfect for soups, stews, or salads.",3500.00,80,Groceries & Food,placeholder.jpg
760,Rwandan Kale 1kg,"Fresh kale, rich in vitamins, suitable for cooking or salads.",3500.00,80,Groceries & Food,placeholder.jpg
761,Fresh Green Beans 1kg,"Crisp green beans, ideal for steaming, frying, or adding to stews.",4000.00,60,Groceries & Food,placeholder.jpg
762,Fresh Cucumber 1kg,"Crisp and fresh cucumbers, perfect for salads or snacking.",3000.00,60,Groceries & Food,placeholder.jpg
763,Fresh Bell Peppers 1kg,"Mixed-color bell peppers, sweet and crunchy, ideal for cooking or salads.",4500.00,60,Groceries & Food,placeholder.jpg
764,Fresh Zucchini 1kg,"Tender zucchini, perfect for grilling, baking, or stir-frying.",3800.00,50,Groceries & Food,placeholder.jpg
765,Fresh Eggplant 1kg,"Firm eggplants, ideal for stews, grilling, or baking.",3500.00,50,Groceries & Food,placeholder.jpg
766,Fresh Garlic 500g,"Aromatic garlic bulbs, essential for seasoning and cooking.",3000.00,50,Groceries & Food,placeholder.jpg
767,Fresh Ginger 500g,"Fresh ginger root, great for teas, cooking, and health remedies.",4000.00,50,Groceries & Food,placeholder.jpg
768,Rwandan Brown Sugar 1kg,"Natural brown sugar, perfect for baking, cooking, or sweetening drinks.",5000.00,40,Groceries & Food,placeholder.jpg
769,White Sugar 1kg,"Fine white sugar, ideal for baking, beverages, or general cooking.",4500.00,50,Groceries & Food,placeholder.jpg
770,Salt 1kg,"Fine quality salt, essential for seasoning and cooking.",2000.00,100,Groceries & Food,placeholder.jpg
771,Black Pepper Powder 100g,"Freshly ground black pepper, perfect for seasoning and enhancing flavor in dishes.",3500.00,60,Groceries & Food,placeholder.jpg
772,Nivea Soft Moisturizing Cream 200ml,"Light, non-greasy moisturizer enriched with Vitamin E and Jojoba Oil for soft, smooth skin.",8500.00,50,Health & Beauty,placeholder.jpg
773,Vaseline Petroleum Jelly 100ml,"Multi-purpose petroleum jelly for dry skin, lips, and minor cuts.",6500.00,50,Health & Beauty,placeholder.jpg
774,Dove Beauty Cream Bar 100g,Mild soap with 1/4 moisturizing cream to gently cleanse and nourish skin.,2500.00,100,Health & Beauty,placeholder.jpg
775,Lux Soft Touch Soap 100g,Smooth and fragrant soap bar that gently cleanses and moisturizes.,2000.00,100,Health & Beauty,placeholder.jpg
776,L'Oréal Paris Revitalift Face Cream 50ml,Anti-aging cream with Pro-Retinol and Centella Asiatica for firm and youthful skin.,25000.00,40,Health & Beauty,placeholder.jpg
777,Garnier Skin Naturals Moisturizer 50ml,Lightweight facial moisturizer with natural extracts to hydrate and refresh skin.,18000.00,50,Health & Beauty,placeholder.jpg
778,Colgate MaxFresh Toothpaste 150g,Toothpaste with cooling crystals and fluoride to fight plaque and freshen breath.,5500.00,80,Health & Beauty,placeholder.jpg
779,Sensodyne Toothpaste 100g,Specialized toothpaste for sensitive teeth with fluoride protection.,6500.00,70,Health & Beauty,placeholder.jpg
780,Oral-B Toothbrush Soft,Soft-bristle toothbrush for gentle cleaning and gum care.,3500.00,100,Health & Beauty,placeholder.jpg
781,CloseUp Toothpaste 150g,Toothpaste with antibacterial protection and long-lasting fresh breath.,5000.00,80,Health & Beauty,placeholder.jpg
782,Nivea Men Anti-Perspirant Roll-On 50ml,Long-lasting sweat and odor protection for men with a smooth application.,8000.00,60,Health & Beauty,placeholder.jpg
783,Dove Men+Care Body Wash 250ml,Gentle body wash enriched with moisturizing cream for men's skin.,10000.00,50,Health & Beauty,placeholder.jpg
784,Palmolive Natural Shower Gel 250ml,Shower gel with natural extracts that cleanses and softens skin.,7500.00,60,Health & Beauty,placeholder.jpg
785,Dettol Antiseptic Liquid 250ml,"Multi-purpose antiseptic for cleaning wounds, surfaces, and personal hygiene.",12000.00,40,Health & Beauty,placeholder.jpg
786,Savlon Antiseptic Cream 30g,"Antiseptic cream to prevent infection in minor cuts, burns, and scratches.",6500.00,50,Health & Beauty,placeholder.jpg
787,Vaseline Lip Therapy 20g,"Moisturizing lip balm for dry and chapped lips, enriched with cocoa butter.",4000.00,70,Health & Beauty,placeholder.jpg
788,Nivea Lip Balm SPF15 4.8g,Protective lip balm with SPF for daily use and hydration.,4500.00,60,Health & Beauty,placeholder.jpg
789,L'Oréal Paris Men Expert Face Wash 100ml,Gentle face wash for men to cleanse and remove dirt and excess oil.,15000.00,40,Health & Beauty,placeholder.jpg
790,Garnier Micellar Water 200ml,"Removes makeup and cleanses skin without harsh rubbing, suitable for all skin types.",12000.00,50,Health & Beauty,placeholder.jpg
791,Simple Hydrating Facial Wipes 25pcs,"Gentle facial wipes to cleanse, refresh, and remove makeup.",8500.00,60,Health & Beauty,placeholder.jpg
792,Head & Shoulders Anti-Dandruff Shampoo 200ml,Shampoo with Pyrithione Zinc to combat dandruff and soothe scalp irritation.,12000.00,50,Health & Beauty,placeholder.jpg
793,Pantene Pro-V Shampoo 200ml,Strengthening shampoo with Pro-V nutrients to nourish hair and prevent breakage.,10500.00,50,Health & Beauty,placeholder.jpg
794,Dove Hair Therapy Conditioner 200ml,"Nourishing conditioner for soft, smooth, and manageable hair.",10500.00,50,Health & Beauty,placeholder.jpg
795,L'Oréal Paris Elvive Total Repair 5 Conditioner 200ml,Repairs damaged hair and strengthens strands for a healthy look.,12000.00,40,Health & Beauty,placeholder.jpg
796,Clinic Plus Strong & Long Shampoo 200ml,"Strengthens hair roots, reduces breakage, and promotes long, healthy hair.",8500.00,60,Health & Beauty,placeholder.jpg
797,Garnier Fructis Hair Serum 100ml,"Lightweight serum to smooth frizz, add shine, and protect hair from damage.",15000.00,50,Health & Beauty,placeholder.jpg
798,Nivea Men Face Scrub 100ml,"Exfoliating face scrub for men to remove dirt, oil, and dead skin cells.",12000.00,50,Health & Beauty,placeholder.jpg
799,Himalaya Herbals Face Wash 100ml,Gentle herbal face wash with neem and turmeric for clean and healthy skin.,8000.00,50,Health & Beauty,placeholder.jpg
800,Pond's Bright Face Cream 50ml,Brightening face cream with multivitamins to nourish skin and reduce dullness.,7500.00,60,Health & Beauty,placeholder.jpg
801,Olay Natural White Day Cream 50ml,Moisturizing and brightening cream with SPF for daily use.,25000.00,40,Health & Beauty,placeholder.jpg
802,Dettol Soap 100g,Antibacterial soap to protect skin from germs and bacteria.,2500.00,100,Health & Beauty,placeholder.jpg
803,Safeguard Soap 100g,Gentle cleansing antibacterial soap suitable for family use.,2500.00,100,Health & Beauty,placeholder.jpg
804,Nivea Deodorant Spray 150ml,Long-lasting deodorant spray providing fresh protection against sweat and odor.,9000.00,60,Health & Beauty,placeholder.jpg
805,Rexona Deodorant Spray 150ml,All-day sweat and odor protection with refreshing fragrance.,8500.00,60,Health & Beauty,placeholder.jpg
806,Dove Roll-On Deodorant 50ml,Gentle deodorant with moisturizing cream for soft underarms.,7500.00,60,Health & Beauty,placeholder.jpg
807,Lifebuoy Total 10 Soap 100g,Antibacterial soap with essential vitamins for clean and healthy skin.,2500.00,100,Health & Beauty,placeholder.jpg
808,Lux Pink Soap 100g,Fragrant soap bar for daily cleansing and soft skin.,2000.00,100,Health & Beauty,placeholder.jpg
809,Vaseline Intensive Care Lotion 200ml,Deeply moisturizes dry skin and protects it from dryness.,8500.00,50,Health & Beauty,placeholder.jpg
810,Nivea Extra Whitening Lotion 200ml,Whitening and moisturizing lotion for soft and radiant skin.,9000.00,50,Health & Beauty,placeholder.jpg
811,Pond's Dry Skin Cream 50ml,Moisturizing cream enriched with vitamin E for dry and rough skin.,6500.00,50,Health & Beauty,placeholder.jpg
812,Palmolive Naturals Body Wash 250ml,"Body wash with natural extracts to clean, refresh, and nourish skin.",7500.00,60,Health & Beauty,placeholder.jpg
813,Nivea Shower Cream 250ml,Creamy shower gel that gently cleanses while moisturizing skin.,8500.00,50,Health & Beauty,placeholder.jpg
814,Dove Deep Moisture Body Wash 250ml,Nourishing body wash with 1/4 moisturizing cream for soft and smooth skin.,9000.00,50,Health & Beauty,placeholder.jpg
815,Himalaya Herbals Moisturizing Cream 50ml,Light herbal moisturizer enriched with aloe vera for soft and hydrated skin.,6500.00,50,Health & Beauty,placeholder.jpg
816,Garnier SkinActive Face Serum 30ml,Hydrating and brightening serum with hyaluronic acid and vitamin C.,15000.00,40,Health & Beauty,placeholder.jpg
817,L'Oréal Paris Revitalift Serum 30ml,Anti-aging serum with Pro-Retinol and hyaluronic acid to reduce wrinkles and firm skin.,25000.00,40,Health & Beauty,placeholder.jpg
818,Himalaya Anti-Acne Face Wash 100ml,Herbal face wash with neem and turmeric to fight acne and clean skin effectively.,8500.00,50,Health & Beauty,placeholder.jpg
819,Garnier Oil-Free Moisturizer 50ml,Lightweight oil-free moisturizer for combination and oily skin.,10000.00,50,Health & Beauty,placeholder.jpg
820,Pond's White Beauty Face Cream 50ml,Brightening cream enriched with multivitamins to even out skin tone.,8500.00,50,Health & Beauty,placeholder.jpg
821,Olay Regenerist Night Cream 50ml,Anti-aging night cream with amino-peptides to reduce fine lines and rejuvenate skin.,25000.00,40,Health & Beauty,placeholder.jpg
822,Nivea Sun SPF50 Sunscreen 100ml,Broad-spectrum sunscreen to protect skin from UVA and UVB rays while moisturizing.,15000.00,50,Health & Beauty,placeholder.jpg
823,Banana Boat SPF30 Sunscreen 100ml,Water-resistant sunscreen with UVA/UVB protection for daily use.,12000.00,50,Health & Beauty,placeholder.jpg
824,Garnier Light Complete SPF30 Cream 50ml,Brightening daily cream with SPF for radiant and protected skin.,18000.00,40,Health & Beauty,placeholder.jpg
825,L'Oréal UV Perfect SPF50 Cream 50ml,Anti-UV cream to protect skin from sun damage and maintain moisture.,20000.00,40,Health & Beauty,placeholder.jpg
826,Himalaya Aloe Vera Gel 100ml,"Natural aloe vera gel to soothe, hydrate, and heal skin irritations.",7500.00,50,Health & Beauty,placeholder.jpg
827,Nivea Men After Shave Balm 100ml,"Soothes and moisturizes skin after shaving, reducing irritation and redness.",10000.00,50,Health & Beauty,placeholder.jpg
828,Gillette Fusion Razor Blades 4pcs,"High-precision razor blades for smooth, comfortable shaving.",12000.00,40,Health & Beauty,placeholder.jpg
829,Gillette Mach3 Razor,Durable razor for men with triple-blade system for a close and comfortable shave.,15000.00,40,Health & Beauty,placeholder.jpg
830,Nivea Men Face Moisturizer 50ml,"Daily moisturizer for men, hydrates and refreshes skin without greasiness.",12000.00,50,Health & Beauty,placeholder.jpg
831,Garnier Men Oil-Free Moisturizer 50ml,Lightweight oil-free moisturizer to control shine and hydrate men's skin.,10500.00,50,Health & Beauty,placeholder.jpg
832,Oral-B Mouthwash 250ml,Fluoride mouthwash for fresh breath and cavity protection.,7500.00,60,Health & Beauty,placeholder.jpg
833,Colgate Plax Mouthwash 250ml,Antibacterial mouthwash to prevent plaque and maintain oral hygiene.,7000.00,60,Health & Beauty,placeholder.jpg
834,Sensodyne Mouthwash 250ml,"Specially formulated for sensitive teeth, provides long-lasting protection.",8500.00,50,Health & Beauty,placeholder.jpg
835,Himalaya Herbals Lip Balm 5g,"Herbal lip balm to nourish, hydrate, and protect lips from dryness.",4500.00,50,Health & Beauty,placeholder.jpg
836,Nivea Lip Care SPF15 4.8g,Moisturizing lip balm with SPF to protect lips from sun damage.,4500.00,50,Health & Beauty,placeholder.jpg
837,Vaseline Rosy Lips 20g,Softens and moisturizes lips with a hint of rosy tint.,4000.00,50,Health & Beauty,placeholder.jpg
838,Dove Sensitive Skin Bar 100g,Mild soap for sensitive skin with moisturizing cream to prevent dryness.,2500.00,100,Health & Beauty,placeholder.jpg
839,Lifebuoy Handwash 250ml,Antibacterial handwash to kill germs and maintain hand hygiene.,3500.00,80,Health & Beauty,placeholder.jpg
840,Dettol Handwash 250ml,Protects hands from bacteria while gently cleaning and moisturizing.,4000.00,80,Health & Beauty,placeholder.jpg
841,Himalaya Herbal Toothpaste 100g,Herbal toothpaste with neem and pomegranate to strengthen teeth and gums.,6000.00,50,Health & Beauty,placeholder.jpg
842,CloseUp Gel Toothpaste 120g,Gel toothpaste to fight bad breath and prevent cavities.,5000.00,60,Health & Beauty,placeholder.jpg
843,Sensodyne Repair & Protect Toothpaste 100g,Helps repair sensitive areas of teeth while providing fluoride protection.,7500.00,50,Health & Beauty,placeholder.jpg
844,Oral-B Kids Toothpaste 50g,Gentle toothpaste with fruity flavor suitable for children.,4500.00,50,Health & Beauty,placeholder.jpg
845,Johnson's Baby Lotion 200ml,Gentle moisturizing lotion suitable for delicate baby skin.,7500.00,60,Health & Beauty,placeholder.jpg
846,Johnson's Baby Oil 200ml,"Nourishing baby oil to keep skin soft, smooth, and protected.",6500.00,60,Health & Beauty,placeholder.jpg
847,Johnson's Baby Soap 100g,Mild soap bar for babies with gentle cleansing formula.,2500.00,100,Health & Beauty,placeholder.jpg
848,Nivea Baby Soft Cream 100ml,Soft cream to moisturize and protect baby skin from dryness and irritation.,6500.00,60,Health & Beauty,placeholder.jpg
849,Himalaya Baby Lotion 200ml,"Herbal baby lotion to keep skin soft, smooth, and healthy.",7000.00,60,Health & Beauty,placeholder.jpg
850,Palmolive Baby Bath 250ml,Gentle baby bath with natural extracts to cleanse and nourish skin.,6500.00,50,Health & Beauty,placeholder.jpg
851,Dettol Baby Wipes 72pcs,Antibacterial wipes suitable for baby hygiene and gentle cleaning.,5500.00,60,Health & Beauty,placeholder.jpg
852,Nivea Men Sensitive Shaving Gel 200ml,Shaving gel with soothing ingredients to prevent irritation on sensitive skin.,10000.00,50,Health & Beauty,placeholder.jpg
853,Gillette Shaving Foam 200ml,Smooth foam for easy shaving and skin protection.,8500.00,50,Health & Beauty,placeholder.jpg
854,Nivea Men Sensitive Face Wash 100ml,"Gentle face wash to remove dirt, oil, and impurities without drying skin.",12000.00,50,Health & Beauty,placeholder.jpg
855,Garnier Men Face Wash 100ml,"Cleanses, refreshes, and reduces excess oil for men's skin.",11000.00,50,Health & Beauty,placeholder.jpg
856,L'Oréal Men Expert Shower Gel 250ml,Refreshing body wash enriched with minerals for men's skin.,12000.00,50,Health & Beauty,placeholder.jpg
857,Dove Beauty Cream 50ml,Daily moisturizing cream enriched with multivitamins for soft and smooth skin.,6500.00,50,Health & Beauty,placeholder.jpg
858,Pond's White Beauty Face Wash 100ml,Cleansing face wash for brightening and moisturizing skin.,7500.00,50,Health & Beauty,placeholder.jpg
859,Himalaya Purifying Neem Face Wash 100ml,Herbal face wash with neem extract to cleanse and prevent acne.,8000.00,50,Health & Beauty,placeholder.jpg
860,Nivea Men Sensitive Shaving Foam 200ml,Gentle foam for comfortable shaving and skin protection.,9500.00,50,Health & Beauty,placeholder.jpg
861,Garnier Men Anti-Acne Face Wash 100ml,"Removes excess oil, fights acne, and refreshes skin.",9500.00,50,Health & Beauty,placeholder.jpg
862,L'Oréal Paris Men Expert Moisturizer 50ml,"Daily moisturizer for men, keeps skin hydrated and reduces shine.",15000.00,40,Health & Beauty,placeholder.jpg
863,Vaseline Men Body Lotion 200ml,"Moisturizing body lotion for dry and rough skin, quick absorption.",8500.00,50,Health & Beauty,placeholder.jpg
864,Nivea Men Energy Shower Gel 250ml,Invigorating shower gel with refreshing fragrance and cleansing action.,9000.00,50,Health & Beauty,placeholder.jpg
865,Palmolive Men Invigorating Body Wash 250ml,Energizing shower gel with natural extracts for smooth skin.,8500.00,50,Health & Beauty,placeholder.jpg
866,Dettol Body Wash 250ml,Antibacterial body wash that cleanses thoroughly and protects from germs.,10000.00,50,Health & Beauty,placeholder.jpg
867,Garnier Micellar Cleansing Water 200ml,Removes makeup and impurities gently without harsh rubbing.,12000.00,50,Health & Beauty,placeholder.jpg
868,Nivea Micellar Water 200ml,"Gentle cleansing water suitable for sensitive skin, removes dirt and makeup.",12500.00,50,Health & Beauty,placeholder.jpg
869,Pond's White Beauty Serum 30ml,Brightening serum with multivitamins for radiant skin.,15000.00,40,Health & Beauty,placeholder.jpg
870,L'Oréal Revitalift Night Cream 50ml,Anti-aging night cream with Pro-Retinol to reduce fine lines and wrinkles.,25000.00,40,Health & Beauty,placeholder.jpg
871,Himalaya Moisturizing Face Gel 50ml,Light gel moisturizer enriched with aloe vera for soft and hydrated skin.,7500.00,50,Health & Beauty,placeholder.jpg
872,Nike Air Zoom Pegasus Running Shoes,Lightweight running shoes with responsive cushioning and breathable mesh upper for comfort.,250000.00,20,Sports & Fitness,placeholder.jpg
873,Adidas Ultraboost Running Shoes,High-performance running shoes with Boost midsole for energy return and soft landings.,300000.00,15,Sports & Fitness,placeholder.jpg
874,Puma Ignite Training Shoes,Versatile training shoes with durable sole and comfortable fit for gym workouts.,220000.00,20,Sports & Fitness,placeholder.jpg
875,Reebok CrossFit Nano 10,Cross-training shoes with stability and flexibility for varied workouts.,280000.00,15,Sports & Fitness,placeholder.jpg
876,Under Armour Charged Assert 9,Lightweight running shoes with cushioned midsole and breathable fabric for everyday training.,240000.00,20,Sports & Fitness,placeholder.jpg
877,Nike Dri-FIT Sports T-Shirt,"Moisture-wicking T-shirt designed for running and sports, keeping you dry and comfortable.",35000.00,50,Sports & Fitness,placeholder.jpg
878,Adidas Climalite Sports T-Shirt,Lightweight athletic T-shirt with Climalite technology to wick sweat.,30000.00,50,Sports & Fitness,placeholder.jpg
879,Puma DryCELL Gym Tee,Breathable gym T-shirt that keeps you dry during high-intensity workouts.,32000.00,50,Sports & Fitness,placeholder.jpg
880,Reebok Quick Dry Tank Top,Sleeveless tank with lightweight fabric to enhance airflow and comfort during training.,28000.00,50,Sports & Fitness,placeholder.jpg
881,Under Armour Tech Tee,"Soft, quick-drying T-shirt suitable for running, gym, and sports activities.",40000.00,50,Sports & Fitness,placeholder.jpg
882,Nike Pro Compression Shorts,Compression shorts that provide muscle support and improve blood circulation during workouts.,45000.00,40,Sports & Fitness,placeholder.jpg
883,Adidas Alphaskin Compression Shorts,Tight-fitting shorts with moisture-wicking fabric to enhance athletic performance.,50000.00,40,Sports & Fitness,placeholder.jpg
884,Puma Running Shorts,"Lightweight, breathable shorts designed for running and training sessions.",35000.00,50,Sports & Fitness,placeholder.jpg
885,Reebok Training Shorts,Comfortable gym shorts with elastic waistband and quick-dry fabric.,38000.00,50,Sports & Fitness,placeholder.jpg
886,Under Armour HeatGear Shorts,High-performance compression shorts with moisture-wicking technology.,48000.00,40,Sports & Fitness,placeholder.jpg
887,Nike Sports Leggings,"Stretchy, breathable leggings designed for running, gym, and yoga workouts.",80000.00,30,Sports & Fitness,placeholder.jpg
888,Adidas Tights,Flexible tights with Climalite technology for comfort during high-intensity exercise.,75000.00,30,Sports & Fitness,placeholder.jpg
889,Puma Studio Leggings,"Comfortable, stretchy leggings ideal for gym, yoga, or casual sportswear.",70000.00,30,Sports & Fitness,placeholder.jpg
890,Reebok Yoga Pants,Lightweight yoga pants with flexible fabric for stretching and fitness activities.,65000.00,30,Sports & Fitness,placeholder.jpg
891,Under Armour Compression Tights,Performance compression tights to support muscles and enhance circulation.,85000.00,25,Sports & Fitness,placeholder.jpg
892,Nike Sports Socks (3 Pairs),Cushioned athletic socks designed to provide comfort and support during sports.,12000.00,100,Sports & Fitness,placeholder.jpg
893,Adidas Athletic Socks (3 Pairs),"Breathable socks suitable for running, gym, and general sports.",10500.00,100,Sports & Fitness,placeholder.jpg
894,Puma Training Socks (3 Pairs),Moisture-wicking socks for enhanced comfort and protection.,11000.00,100,Sports & Fitness,placeholder.jpg
895,Reebok Sports Socks (3 Pairs),"Soft, comfortable socks designed for various physical activities.",10500.00,100,Sports & Fitness,placeholder.jpg
896,Under Armour Performance Socks (3 Pairs),Cushioned socks with arch support and quick-drying fabric for athletes.,12500.00,100,Sports & Fitness,placeholder.jpg
